period,month,cluster_id,label_ko,article_count,total_tokens,cluster_tokens,docs_with_cluster,normalized_frequency_per_10k_tokens,article_share
moon_post_covid_2020_2022,2020-01,organizational_culture,조직문화,12540,3852307,14681,5087,38.10963144941459,0.40566188197767145
moon_post_covid_2020_2022,2020-01,fairness,공정성,12540,3852307,8405,2833,21.818094975296624,0.2259170653907496
moon_post_covid_2020_2022,2020-01,performance_npm,성과주의/NPM,12540,3852307,28259,8738,73.35604353443274,0.6968102073365231
moon_post_covid_2020_2022,2020-01,digital_transformation,디지털 전환,12540,3852307,10825,2554,28.100044986030447,0.20366826156299841
moon_post_covid_2020_2022,2020-01,public_health_crisis,방역/위기 대응,12540,3852307,12779,2663,33.17233024263123,0.2123604465709729
moon_post_covid_2020_2022,2020-02,organizational_culture,조직문화,10485,3236318,11712,4078,36.18927435437432,0.3889365760610396
moon_post_covid_2020_2022,2020-02,fairness,공정성,10485,3236318,4901,1937,15.143752869773612,0.18474010491177872
moon_post_covid_2020_2022,2020-02,performance_npm,성과주의/NPM,10485,3236318,20216,7156,62.466049380808684,0.6824988078206963
moon_post_covid_2020_2022,2020-02,digital_transformation,디지털 전환,10485,3236318,8255,2187,25.507382154658472,0.20858369098712445
moon_post_covid_2020_2022,2020-02,public_health_crisis,방역/위기 대응,10485,3236318,57967,4522,179.11404256318446,0.4312827849308536
moon_post_covid_2020_2022,2020-03,organizational_culture,조직문화,11896,3643564,13645,4219,37.44959605485179,0.3546570275722932
moon_post_covid_2020_2022,2020-03,fairness,공정성,11896,3643564,5221,2081,14.329376401786822,0.1749327505043712
moon_post_covid_2020_2022,2020-03,performance_npm,성과주의/NPM,11896,3643564,21002,7710,57.641364334481295,0.6481170141223941
moon_post_covid_2020_2022,2020-03,digital_transformation,디지털 전환,11896,3643564,12811,2751,35.1606284396267,0.2312542030934768
moon_post_covid_2020_2022,2020-03,public_health_crisis,방역/위기 대응,11896,3643564,102891,7503,282.39108740782376,0.6307162071284466
moon_post_covid_2020_2022,2020-04,organizational_culture,조직문화,12155,3706530,11034,3926,29.769083212600467,0.3229946524064171
moon_post_covid_2020_2022,2020-04,fairness,공정성,12155,3706530,5285,2109,14.258619247652117,0.1735088440970794
moon_post_covid_2020_2022,2020-04,performance_npm,성과주의/NPM,12155,3706530,22559,8144,60.862855554926035,0.6700123406005759
moon_post_covid_2020_2022,2020-04,digital_transformation,디지털 전환,12155,3706530,14556,2976,39.27123212276711,0.24483751542575072
moon_post_covid_2020_2022,2020-04,public_health_crisis,방역/위기 대응,12155,3706530,82783,7385,223.34366644813343,0.6075689016865488
moon_post_covid_2020_2022,2020-05,organizational_culture,조직문화,11737,3587497,12522,4276,34.904558805205966,0.36431796881656303
moon_post_covid_2020_2022,2020-05,fairness,공정성,11737,3587497,6353,2353,17.708725610084134,0.20047712362613956
moon_post_covid_2020_2022,2020-05,performance_npm,성과주의/NPM,11737,3587497,24728,8412,68.92828063688974,0.7167078469796371
moon_post_covid_2020_2022,2020-05,digital_transformation,디지털 전환,11737,3587497,16517,3247,46.04045661919717,0.2766465025134191
moon_post_covid_2020_2022,2020-05,public_health_crisis,방역/위기 대응,11737,3587497,71976,6822,200.6301329311216,0.5812388174150124
moon_post_covid_2020_2022,2020-06,organizational_culture,조직문화,12725,3811418,13971,4904,36.6556488949782,0.38538310412573673
moon_post_covid_2020_2022,2020-06,fairness,공정성,12725,3811418,12032,2894,31.568303450316918,0.227426326129666
moon_post_covid_2020_2022,2020-06,performance_npm,성과주의/NPM,12725,3811418,24531,8913,64.36187266786273,0.7004322200392927
moon_post_covid_2020_2022,2020-06,digital_transformation,디지털 전환,12725,3811418,16118,3006,42.28872298971144,0.2362278978388998
moon_post_covid_2020_2022,2020-06,public_health_crisis,방역/위기 대응,12725,3811418,57522,6715,150.92020869922953,0.5277013752455796
moon_post_covid_2020_2022,2020-07,organizational_culture,조직문화,13289,4042584,16887,5314,41.77278691055028,0.3998795996688991
moon_post_covid_2020_2022,2020-07,fairness,공정성,13289,4042584,8381,2797,20.731789370363117,0.21047482880577922
moon_post_covid_2020_2022,2020-07,performance_npm,성과주의/NPM,13289,4042584,24567,8982,60.770536864540105,0.6758973587177365
moon_post_covid_2020_2022,2020-07,digital_transformation,디지털 전환,13289,4042584,17105,3231,42.31204595872343,0.2431334186169012
moon_post_covid_2020_2022,2020-07,public_health_crisis,방역/위기 대응,13289,4042584,47105,5994,116.52200671649618,0.4510497403867861
moon_post_covid_2020_2022,2020-08,organizational_culture,조직문화,11226,3415430,12240,4259,35.83736162064513,0.379387137003385
moon_post_covid_2020_2022,2020-08,fairness,공정성,11226,3415430,5518,1981,16.156091619503254,0.17646534829859256
moon_post_covid_2020_2022,2020-08,performance_npm,성과주의/NPM,11226,3415430,20970,7491,61.39783277654644,0.6672902191341529
moon_post_covid_2020_2022,2020-08,digital_transformation,디지털 전환,11226,3415430,12869,2764,37.679003815039394,0.24621414573311953
moon_post_covid_2020_2022,2020-08,public_health_crisis,방역/위기 대응,11226,3415430,52460,5726,153.5970580571114,0.5100659184037056
moon_post_covid_2020_2022,2020-09,organizational_culture,조직문화,12872,3820398,14289,4773,37.40186231905681,0.37080484773151023
moon_post_covid_2020_2022,2020-09,fairness,공정성,12872,3820398,10428,2791,27.29558543376894,0.2168272218769422
moon_post_covid_2020_2022,2020-09,performance_npm,성과주의/NPM,12872,3820398,24139,8591,63.184516377613015,0.6674176507147297
moon_post_covid_2020_2022,2020-09,digital_transformation,디지털 전환,12872,3820398,17121,3277,44.81470255193307,0.2545835922933499
moon_post_covid_2020_2022,2020-09,public_health_crisis,방역/위기 대응,12872,3820398,53101,6568,138.99337189476068,0.5102548166563082
moon_post_covid_2020_2022,2020-10,organizational_culture,조직문화,12047,3572324,12315,4332,34.47335683997308,0.3595915995683573
moon_post_covid_2020_2022,2020-10,fairness,공정성,12047,3572324,7469,2560,20.907957956781075,0.21250103760272268
moon_post_covid_2020_2022,2020-10,performance_npm,성과주의/NPM,12047,3572324,23603,7955,66.07183446966177,0.660330372706898
moon_post_covid_2020_2022,2020-10,digital_transformation,디지털 전환,12047,3572324,12870,2591,36.02696731875384,0.21507429235494313
moon_post_covid_2020_2022,2020-10,public_health_crisis,방역/위기 대응,12047,3572324,39850,5156,111.55203167461855,0.42799037104673365
moon_post_covid_2020_2022,2020-11,organizational_culture,조직문화,12044,3626078,13157,4743,36.28438218924138,0.3938060445034872
moon_post_covid_2020_2022,2020-11,fairness,공정성,12044,3626078,5944,2319,16.392366628627403,0.19254400531384921
moon_post_covid_2020_2022,2020-11,performance_npm,성과주의/NPM,12044,3626078,24363,8594,67.18829545310388,0.7135503155097974
moon_post_covid_2020_2022,2020-11,digital_transformation,디지털 전환,12044,3626078,13127,2882,36.20164817193673,0.23928927266688807
moon_post_covid_2020_2022,2020-11,public_health_crisis,방역/위기 대응,12044,3626078,46884,5351,129.29672224370242,0.44428761208900697
moon_post_covid_2020_2022,2020-12,organizational_culture,조직문화,13441,4106027,15315,5408,37.29882925757673,0.4023510155494383
moon_post_covid_2020_2022,2020-12,fairness,공정성,13441,4106027,9004,3239,21.9287403614248,0.2409790938174243
moon_post_covid_2020_2022,2020-12,performance_npm,성과주의/NPM,13441,4106027,30080,9567,73.25816415722547,0.7117773975150659
moon_post_covid_2020_2022,2020-12,digital_transformation,디지털 전환,13441,4106027,15538,3365,37.841933333609354,0.25035339632467823
moon_post_covid_2020_2022,2020-12,public_health_crisis,방역/위기 대응,13441,4106027,69328,6503,168.84448153896696,0.4838181682910498
moon_post_covid_2020_2022,2021-01,organizational_culture,조직문화,12183,3697568,13877,4819,37.53007382149564,0.39555117787080357
moon_post_covid_2020_2022,2021-01,fairness,공정성,12183,3697568,7575,2585,20.48643865373132,0.21218090782237545
moon_post_covid_2020_2022,2021-01,performance_npm,성과주의/NPM,12183,3697568,25714,8556,69.54300772832305,0.7022900763358778
moon_post_covid_2020_2022,2021-01,digital_transformation,디지털 전환,12183,3697568,13310,3037,35.99663346285991,0.2492817860953788
moon_post_covid_2020_2022,2021-01,public_health_crisis,방역/위기 대응,12183,3697568,61956,6178,167.5587845848947,0.5071000574571124
moon_post_covid_2020_2022,2021-02,organizational_culture,조직문화,10140,3061996,11500,3954,37.55720125042619,0.3899408284023669
moon_post_covid_2020_2022,2021-02,fairness,공정성,10140,3061996,5715,2086,18.66429609966832,0.2057199211045365
moon_post_covid_2020_2022,2021-02,performance_npm,성과주의/NPM,10140,3061996,20417,6926,66.67872851564796,0.6830374753451677
moon_post_covid_2020_2022,2021-02,digital_transformation,디지털 전환,10140,3061996,10157,2555,33.17117331309381,0.2519723865877712
moon_post_covid_2020_2022,2021-02,public_health_crisis,방역/위기 대응,10140,3061996,43876,4540,143.2921532229304,0.4477317554240631
moon_post_covid_2020_2022,2021-03,organizational_culture,조직문화,13484,4009577,20672,6112,51.556560704533176,0.4532779590625927
moon_post_covid_2020_2022,2021-03,fairness,공정성,13484,4009577,9760,3232,24.341719837279594,0.23969148620587363
moon_post_covid_2020_2022,2021-03,performance_npm,성과주의/NPM,13484,4009577,26036,8875,64.93453050034954,0.6581874814595076
moon_post_covid_2020_2022,2021-03,digital_transformation,디지털 전환,13484,4009577,12272,2927,30.606719860972866,0.21707208543458914
moon_post_covid_2020_2022,2021-03,public_health_crisis,방역/위기 대응,13484,4009577,43184,5231,107.7021341652748,0.3879412637199644
moon_post_covid_2020_2022,2021-04,organizational_culture,조직문화,13042,3897346,14501,5170,37.207371375289746,0.3964115933139089
moon_post_covid_2020_2022,2021-04,fairness,공정성,13042,3897346,9154,2987,23.4877786062618,0.22902928998619843
moon_post_covid_2020_2022,2021-04,performance_npm,성과주의/NPM,13042,3897346,26157,8861,67.11490332138845,0.6794203343045545
moon_post_covid_2020_2022,2021-04,digital_transformation,디지털 전환,13042,3897346,11432,2794,29.332781846928654,0.2142309461738997
moon_post_covid_2020_2022,2021-04,public_health_crisis,방역/위기 대응,13042,3897346,54968,5494,141.0395689784792,0.4212544088330011
moon_post_covid_2020_2022,2021-05,organizational_culture,조직문화,12682,3874002,14893,5149,38.44344943549332,0.406008516006939
moon_post_covid_2020_2022,2021-05,fairness,공정성,12682,3874002,9314,3072,24.0423210932777,0.24223308626399623
moon_post_covid_2020_2022,2021-05,performance_npm,성과주의/NPM,12682,3874002,25937,8688,66.95143678294436,0.6850654470903643
moon_post_covid_2020_2022,2021-05,digital_transformation,디지털 전환,12682,3874002,11565,2692,29.852849843650056,0.21226935814540293
moon_post_covid_2020_2022,2021-05,public_health_crisis,방역/위기 대응,12682,3874002,51774,5199,133.64474256853765,0.40995111181201704
moon_post_covid_2020_2022,2021-06,organizational_culture,조직문화,13578,4089361,18616,5715,45.52300469437645,0.4209014582412727
moon_post_covid_2020_2022,2021-06,fairness,공정성,13578,4089361,11512,3290,28.151097445297687,0.24230372661658564
moon_post_covid_2020_2022,2021-06,performance_npm,성과주의/NPM,13578,4089361,27665,9164,67.65115625644202,0.6749153041685079
moon_post_covid_2020_2022,2021-06,digital_transformation,디지털 전환,13578,4089361,11833,2919,28.936061159677514,0.21498011489173663
moon_post_covid_2020_2022,2021-06,public_health_crisis,방역/위기 대응,13578,4089361,40812,5089,99.8004333684407,0.37479746648991014
moon_post_covid_2020_2022,2021-07,organizational_culture,조직문화,12670,3879704,14801,5018,38.14981761495207,0.39605367008681924
moon_post_covid_2020_2022,2021-07,fairness,공정성,12670,3879704,8192,2765,21.11501289789118,0.21823204419889503
moon_post_covid_2020_2022,2021-07,performance_npm,성과주의/NPM,12670,3879704,25358,8687,65.36065637997126,0.6856353591160221
moon_post_covid_2020_2022,2021-07,digital_transformation,디지털 전환,12670,3879704,13454,2882,34.677903262723135,0.22746645619573796
moon_post_covid_2020_2022,2021-07,public_health_crisis,방역/위기 대응,12670,3879704,50558,5554,130.31406519672635,0.4383583267561168
moon_post_covid_2020_2022,2021-08,organizational_culture,조직문화,11947,3682480,13903,4960,37.754448089331106,0.41516698752824976
moon_post_covid_2020_2022,2021-08,fairness,공정성,11947,3682480,7570,2580,20.556798679151008,0.21595379593203315
moon_post_covid_2020_2022,2021-08,performance_npm,성과주의/NPM,11947,3682480,22859,7974,62.07501466403077,0.6674478948690048
moon_post_covid_2020_2022,2021-08,digital_transformation,디지털 전환,11947,3682480,11722,2559,31.831808998283766,0.2141960324767724
moon_post_covid_2020_2022,2021-08,public_health_crisis,방역/위기 대응,11947,3682480,40599,4913,110.24907127805174,0.41123294550933287
moon_post_covid_2020_2022,2021-09,organizational_culture,조직문화,11576,3532210,12773,4544,36.16149662675775,0.3925362819626814
moon_post_covid_2020_2022,2021-09,fairness,공정성,11576,3532210,7985,2543,22.606243683133222,0.21967864547339322
moon_post_covid_2020_2022,2021-09,performance_npm,성과주의/NPM,11576,3532210,22329,7763,63.21538073897079,0.670611610228058
moon_post_covid_2020_2022,2021-09,digital_transformation,디지털 전환,11576,3532210,13279,2734,37.594027535169204,0.2361782999308915
moon_post_covid_2020_2022,2021-09,public_health_crisis,방역/위기 대응,11576,3532210,36611,4614,103.64899029219667,0.39858327574291635
moon_post_covid_2020_2022,2021-10,organizational_culture,조직문화,12099,3669907,13493,4665,36.76659926259712,0.38556905529382596
moon_post_covid_2020_2022,2021-10,fairness,공정성,12099,3669907,8875,2963,24.183174124030934,0.2448962724192082
moon_post_covid_2020_2022,2021-10,performance_npm,성과주의/NPM,12099,3669907,24946,8534,67.97447455752966,0.7053475493842466
moon_post_covid_2020_2022,2021-10,digital_transformation,디지털 전환,12099,3669907,11498,2530,31.330494205983964,0.2091081907595669
moon_post_covid_2020_2022,2021-10,public_health_crisis,방역/위기 대응,12099,3669907,36051,4384,98.23409694033118,0.3623439953715183
moon_post_covid_2020_2022,2021-11,organizational_culture,조직문화,13509,4068602,15878,5218,39.025689905279506,0.38626101117773337
moon_post_covid_2020_2022,2021-11,fairness,공정성,13509,4068602,8448,2894,20.76388892302565,0.2142275520023688
moon_post_covid_2020_2022,2021-11,performance_npm,성과주의/NPM,13509,4068602,27446,9196,67.45806053283167,0.680731364275668
moon_post_covid_2020_2022,2021-11,digital_transformation,디지털 전환,13509,4068602,13934,3004,34.247635920151446,0.22237027167073803
moon_post_covid_2020_2022,2021-11,public_health_crisis,방역/위기 대응,13509,4068602,39896,5329,98.05825194993268,0.3944777555703605
moon_post_covid_2020_2022,2021-12,organizational_culture,조직문화,14085,4254497,15322,5510,36.01365801879752,0.39119630812921546
moon_post_covid_2020_2022,2021-12,fairness,공정성,14085,4254497,8563,2988,20.12693862517708,0.21214057507987222
moon_post_covid_2020_2022,2021-12,performance_npm,성과주의/NPM,14085,4254497,28666,9642,67.37811778924747,0.6845580404685836
moon_post_covid_2020_2022,2021-12,digital_transformation,디지털 전환,14085,4254497,13456,3097,31.627710631832624,0.21987930422435215
moon_post_covid_2020_2022,2021-12,public_health_crisis,방역/위기 대응,14085,4254497,47461,5766,111.55490296502737,0.4093716719914803
moon_post_covid_2020_2022,2022-01,organizational_culture,조직문화,12830,3961417,14712,5054,37.13822604386259,0.39392049883086516
moon_post_covid_2020_2022,2022-01,fairness,공정성,12830,3961417,7599,2786,19.182529887663936,0.2171473109898675
moon_post_covid_2020_2022,2022-01,performance_npm,성과주의/NPM,12830,3961417,25687,8758,64.84295897149934,0.6826188620420889
moon_post_covid_2020_2022,2022-01,digital_transformation,디지털 전환,12830,3961417,13672,2937,34.51290283249655,0.2289166017147311
moon_post_covid_2020_2022,2022-01,public_health_crisis,방역/위기 대응,12830,3961417,37192,5161,93.88559699723608,0.40226032735775524
moon_post_covid_2020_2022,2022-02,organizational_culture,조직문화,10334,3248840,11372,3868,35.00326270299553,0.3742984323592026
moon_post_covid_2020_2022,2022-02,fairness,공정성,10334,3248840,6441,2307,19.825537730389925,0.2232436616992452
moon_post_covid_2020_2022,2022-02,performance_npm,성과주의/NPM,10334,3248840,21418,7165,65.92506863988378,0.6933423650087092
moon_post_covid_2020_2022,2022-02,digital_transformation,디지털 전환,10334,3248840,10000,2287,30.780216938968984,0.22130830269014903
moon_post_covid_2020_2022,2022-02,public_health_crisis,방역/위기 대응,10334,3248840,29246,4191,90.01982245970869,0.4055544803561061
moon_post_covid_2020_2022,2022-03,organizational_culture,조직문화,12507,3932514,15651,5013,39.79896829356488,0.40081554329575436
moon_post_covid_2020_2022,2022-03,fairness,공정성,12507,3932514,7448,2656,18.939538422495126,0.21236107779643398
moon_post_covid_2020_2022,2022-03,performance_npm,성과주의/NPM,12507,3932514,25760,8878,65.50517048381774,0.7098424882066043
moon_post_covid_2020_2022,2022-03,digital_transformation,디지털 전환,12507,3932514,10337,2353,26.28598397869658,0.18813464459902454
moon_post_covid_2020_2022,2022-03,public_health_crisis,방역/위기 대응,12507,3932514,29318,4987,74.55281786663696,0.39873670744383144
moon_post_covid_2020_2022,2022-04,organizational_culture,조직문화,12649,3976154,15127,5120,38.044301101013694,0.40477508103407384
moon_post_covid_2020_2022,2022-04,fairness,공정성,12649,3976154,9309,3187,23.412071061633934,0.25195667641710806
moon_post_covid_2020_2022,2022-04,performance_npm,성과주의/NPM,12649,3976154,27025,8924,67.9676893802403,0.7055103170211083
moon_post_covid_2020_2022,2022-04,digital_transformation,디지털 전환,12649,3976154,10586,2302,26.623717290628083,0.1819906711993043
moon_post_covid_2020_2022,2022-04,public_health_crisis,방역/위기 대응,12649,3976154,27051,4580,68.0330792016607,0.36208395920626135
moon_post_covid_2020_2022,2022-05,organizational_culture,조직문화,3522,1103593,4390,1388,39.77915771484596,0.3940942646223736
moon_post_covid_2020_2022,2022-05,fairness,공정성,3522,1103593,2414,807,21.8740060873891,0.22913117546848383
moon_post_covid_2020_2022,2022-05,performance_npm,성과주의/NPM,3522,1103593,6996,2449,63.39293562028755,0.69534355479841
moon_post_covid_2020_2022,2022-05,digital_transformation,디지털 전환,3522,1103593,2762,633,25.027342507609237,0.1797274275979557
moon_post_covid_2020_2022,2022-05,public_health_crisis,방역/위기 대응,3522,1103593,6924,1204,62.74052118851787,0.3418512208972175
moon_pre_covid_2017_2019,2017-05,organizational_culture,조직문화,7243,2322112,11380,3540,49.00711076812832,0.4887477564545078
moon_pre_covid_2017_2019,2017-05,fairness,공정성,7243,2322112,7341,2010,31.613462227489457,0.27750931934281375
moon_pre_covid_2017_2019,2017-05,performance_npm,성과주의/NPM,7243,2322112,17891,5288,77.04624066367168,0.7300842192461687
moon_pre_covid_2017_2019,2017-05,digital_transformation,디지털 전환,7243,2322112,2837,946,12.217326296061517,0.1306088637304984
moon_pre_covid_2017_2019,2017-05,public_health_crisis,방역/위기 대응,7243,2322112,2472,1220,10.6454813549045,0.16843849233742925
moon_pre_covid_2017_2019,2017-06,organizational_culture,조직문화,9118,2904848,11283,3886,38.84196350377025,0.42618995393726694
moon_pre_covid_2017_2019,2017-06,fairness,공정성,9118,2904848,8739,2521,30.084190291540214,0.2764860715069094
moon_pre_covid_2017_2019,2017-06,performance_npm,성과주의/NPM,9118,2904848,21656,6420,74.55123297329155,0.7041017767054178
moon_pre_covid_2017_2019,2017-06,digital_transformation,디지털 전환,9118,2904848,4268,1133,14.69267927271926,0.12425970607589383
moon_pre_covid_2017_2019,2017-06,public_health_crisis,방역/위기 대응,9118,2904848,3561,1696,12.258816984571999,0.18600570300504496
moon_pre_covid_2017_2019,2017-07,organizational_culture,조직문화,9386,2906598,10737,3840,36.940092850817344,0.4091199659066695
moon_pre_covid_2017_2019,2017-07,fairness,공정성,9386,2906598,7853,2472,27.017840100350995,0.2633709780524185
moon_pre_covid_2017_2019,2017-07,performance_npm,성과주의/NPM,9386,2906598,21471,6715,73.86986435688733,0.7154272320477306
moon_pre_covid_2017_2019,2017-07,digital_transformation,디지털 전환,9386,2906598,3841,1042,13.214761724875611,0.11101640741529938
moon_pre_covid_2017_2019,2017-07,public_health_crisis,방역/위기 대응,9386,2906598,3934,1812,13.534723412043908,0.19305348391220967
moon_pre_covid_2017_2019,2017-08,organizational_culture,조직문화,10073,3067234,12467,4021,40.64574140740485,0.3991859426188822
moon_pre_covid_2017_2019,2017-08,fairness,공정성,10073,3067234,5895,2133,19.21927052190997,0.21175419438101856
moon_pre_covid_2017_2019,2017-08,performance_npm,성과주의/NPM,10073,3067234,23820,7380,77.65954602746318,0.7326516430060558
moon_pre_covid_2017_2019,2017-08,digital_transformation,디지털 전환,10073,3067234,3285,985,10.70997517633151,0.09778616102452099
moon_pre_covid_2017_2019,2017-08,public_health_crisis,방역/위기 대응,10073,3067234,4268,1983,13.914817063191137,0.19686290082398492
moon_pre_covid_2017_2019,2017-09,organizational_culture,조직문화,8629,2717358,10394,3595,38.250388796765094,0.41661837988179395
moon_pre_covid_2017_2019,2017-09,fairness,공정성,8629,2717358,7538,1988,27.740179983645877,0.23038590798470274
moon_pre_covid_2017_2019,2017-09,performance_npm,성과주의/NPM,8629,2717358,18224,6237,67.06514195037975,0.7227952254027118
moon_pre_covid_2017_2019,2017-09,digital_transformation,디지털 전환,8629,2717358,4541,1146,16.711084811055443,0.13280797311391818
moon_pre_covid_2017_2019,2017-09,public_health_crisis,방역/위기 대응,8629,2717358,4218,1846,15.522430242905056,0.21392977170008112
moon_pre_covid_2017_2019,2017-10,organizational_culture,조직문화,7772,2446712,9853,3379,40.27037101219923,0.43476582604220276
moon_pre_covid_2017_2019,2017-10,fairness,공정성,7772,2446712,7160,1795,29.263762960250325,0.23095728255275347
moon_pre_covid_2017_2019,2017-10,performance_npm,성과주의/NPM,7772,2446712,15863,5420,64.83394858078924,0.6973751930005146
moon_pre_covid_2017_2019,2017-10,digital_transformation,디지털 전환,7772,2446712,4223,1056,17.259898181723063,0.13587236232629954
moon_pre_covid_2017_2019,2017-10,public_health_crisis,방역/위기 대응,7772,2446712,3196,1510,13.062428271083805,0.19428718476582604
moon_pre_covid_2017_2019,2017-11,organizational_culture,조직문화,9247,2899557,10861,3759,37.45744608572965,0.4065102195306586
moon_pre_covid_2017_2019,2017-11,fairness,공정성,9247,2899557,6965,2079,24.020910780508885,0.22482967448902347
moon_pre_covid_2017_2019,2017-11,performance_npm,성과주의/NPM,9247,2899557,18861,6526,65.04786765702485,0.7057424029414945
moon_pre_covid_2017_2019,2017-11,digital_transformation,디지털 전환,9247,2899557,4606,1308,15.885185219673213,0.14145128149670164
