comparison,interpretation,keyword,period_a,period_b,tfidf_a,tfidf_b,delta_b_minus_a,pct_change_b_vs_a,abs_delta,rank_abs_delta
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,성장,park_2013_2017,moon_pre_covid_2017_2019,0.008599020860669498,0.011305422820357897,0.002706401959688399,31.473373579857615,0.002706401959688399,11.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,혁신성장,park_2013_2017,moon_pre_covid_2017_2019,2.1930583023857205e-05,0.002691983811717961,0.0026700532286941035,12175.021638911669,0.0026700532286941035,12.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,방북,park_2013_2017,moon_pre_covid_2017_2019,0.0007463597389928105,0.003382592212180274,0.0026362324731874637,353.2120417889875,0.0026362324731874637,13.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,임금,park_2013_2017,moon_pre_covid_2017_2019,0.005133451155286632,0.007698014410702979,0.0025645632554163467,49.957877806536786,0.0025645632554163467,14.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,김성태,park_2013_2017,moon_pre_covid_2017_2019,0.0004481488618830726,0.002982419476328614,0.0025342706144455417,565.497500941275,0.0025342706144455417,15.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,조직,park_2013_2017,moon_pre_covid_2017_2019,0.012083745932455092,0.009603084590161013,-0.002480661342294079,-20.52891012572022,0.002480661342294079,16.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,진전,park_2013_2017,moon_pre_covid_2017_2019,0.0014693480068298868,0.003837834915909514,0.002368486909079627,161.19305284182673,0.002368486909079627,17.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,데이터,park_2013_2017,moon_pre_covid_2017_2019,0.001838674100332713,0.004183868233125864,0.0023451941327931516,127.54811373961172,0.0023451941327931516,18.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,폐기,park_2013_2017,moon_pre_covid_2017_2019,0.001338701550816301,0.0036491674458259396,0.0023104658950096387,172.59006636697958,0.0023104658950096387,19.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,복지,park_2013_2017,moon_pre_covid_2017_2019,0.006987376850650853,0.00472099335390797,-0.0022663834967428824,-32.43539807834718,0.0022663834967428824,20.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,주택,park_2013_2017,moon_pre_covid_2017_2019,0.005244714154756026,0.007488981347624385,0.0022442671928683587,42.79102972338743,0.0022442671928683587,21.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,근로,park_2013_2017,moon_pre_covid_2017_2019,0.0016138085723065945,0.003816373665229366,0.0022025650929227716,136.4824261513666,0.0022025650929227716,22.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,공정,park_2013_2017,moon_pre_covid_2017_2019,0.003443413071049119,0.005541615649720087,0.0020982025786709683,60.93380420466663,0.0020982025786709683,23.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,관세,park_2013_2017,moon_pre_covid_2017_2019,0.0007887032407497682,0.0028509764768654966,0.0020622732361157284,261.47645014812684,0.0020622732361157284,24.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,자사고,park_2013_2017,moon_pre_covid_2017_2019,0.0016248059220572075,0.00368115041851137,0.0020563444964541624,126.55939201960645,0.0020563444964541624,25.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,먼지,park_2013_2017,moon_pre_covid_2017_2019,0.0008818725317735442,0.0028997121003490525,0.0020178395685755083,228.81306491284036,0.0020178395685755083,26.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,블랙리스트,park_2013_2017,moon_pre_covid_2017_2019,0.0007426673953477464,0.002748361805513576,0.0020056944101658294,270.06630730391544,0.0020056944101658294,27.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,미세,park_2013_2017,moon_pre_covid_2017_2019,0.0008067500562268478,0.0028056933618652745,0.0019989433056384264,247.77727503205145,0.0019989433056384264,28.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,김영철,park_2013_2017,moon_pre_covid_2017_2019,0.00032695145226610165,0.0022870219336582325,0.001960070481392131,599.498937168462,0.001960070481392131,29.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,보복,park_2013_2017,moon_pre_covid_2017_2019,0.0008212370578749667,0.002713695822509112,0.0018924587646341451,230.44001077241597,0.0018924587646341451,30.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,갑질,park_2013_2017,moon_pre_covid_2017_2019,0.0007570013628633246,0.0025984199929198004,0.0018414186300564758,243.2516928491899,0.0018414186300564758,31.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,디지털,park_2013_2017,moon_pre_covid_2017_2019,0.002162695210632167,0.003998175384824209,0.0018354801741920414,84.87003462940675,0.0018354801741920414,32.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,김상조,park_2013_2017,moon_pre_covid_2017_2019,0.0003191243822164653,0.002096262428504508,0.0017771380462880428,556.8794317579257,0.0017771380462880428,33.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,사법부,park_2013_2017,moon_pre_covid_2017_2019,0.0009979473883399489,0.00273436930225373,0.001736421913913781,173.9993444746881,0.001736421913913781,34.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,소상공인,park_2013_2017,moon_pre_covid_2017_2019,0.0006135972919134744,0.002249523985487339,0.0016359266935738648,266.6124370386812,0.0016359266935738648,35.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,협치,park_2013_2017,moon_pre_covid_2017_2019,0.0006960865106687766,0.002303163114747072,0.0016070766040782954,230.87311410966288,0.0016070766040782954,36.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,화성,park_2013_2017,moon_pre_covid_2017_2019,0.000954726408290821,0.0025326729450477936,0.0015779465367569726,165.27735307771138,0.0015779465367569726,37.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,마이크,park_2013_2017,moon_pre_covid_2017_2019,0.0006890567249553985,0.0022274122558160643,0.0015383555308606657,223.25528148067067,0.0015383555308606657,38.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,고용,park_2013_2017,moon_pre_covid_2017_2019,0.005256015374552852,0.006788770827282568,0.0015327554527297168,29.16192863800582,0.0015327554527297168,39.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,예산안,park_2013_2017,moon_pre_covid_2017_2019,0.0021703591640467143,0.0036884675421549403,0.001518108378108226,69.94733421346065,0.001518108378108226,40.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,북측,park_2013_2017,moon_pre_covid_2017_2019,0.0009310029086652694,0.00244556874496861,0.0015145658363033406,162.68110681573435,0.0015145658363033406,41.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,아세안,park_2013_2017,moon_pre_covid_2017_2019,0.0007955884779492371,0.00230397023243455,0.001508381754485313,189.59321260828466,0.001508381754485313,42.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,댓글,park_2013_2017,moon_pre_covid_2017_2019,0.0019293016297725729,0.003394318773295431,0.0014650171435228582,75.93510112234524,0.0014650171435228582,43.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,책임,park_2013_2017,moon_pre_covid_2017_2019,0.008165236949701903,0.006723958051638933,-0.0014412788980629702,-17.651403222481967,0.0014412788980629702,44.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,기무사,park_2013_2017,moon_pre_covid_2017_2019,0.0001858817342326504,0.0016152055323292486,0.0014293237980965983,768.9425773850649,0.0014293237980965983,45.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,마크롱,park_2013_2017,moon_pre_covid_2017_2019,2.0857205684054353e-05,0.0014433076921289084,0.001422450486444854,6819.947542313104,0.001422450486444854,46.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,국무부,park_2013_2017,moon_pre_covid_2017_2019,0.001500383679322021,0.002906420375805692,0.001406036696483671,93.7118095765356,0.001406036696483671,47.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,활용,park_2013_2017,moon_pre_covid_2017_2019,0.0061865416137560905,0.0075920449978615955,0.001405503384105505,22.718725127142065,0.001405503384105505,48.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,개선,park_2013_2017,moon_pre_covid_2017_2019,0.008617241758638199,0.010020555984058077,0.0014033142254198782,16.284958281611992,0.0014033142254198782,49.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,모빌리티,park_2013_2017,moon_pre_covid_2017_2019,6.483456387411316e-05,0.0014517519821095656,0.0013869174182354524,2139.163642603316,0.0013869174182354524,50.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,블록체인,park_2013_2017,moon_pre_covid_2017_2019,2.4128852169698756e-05,0.001403342590696886,0.0013792137385271873,5716.03542856969,0.0013792137385271873,51.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,공기업,park_2013_2017,moon_pre_covid_2017_2019,0.0028173023225812866,0.0014554541175901175,-0.0013618482049911691,-48.33873149060581,0.0013618482049911691,52.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,실무,park_2013_2017,moon_pre_covid_2017_2019,0.0016518633864540451,0.003005048753447019,0.0013531853669929738,81.91872149293016,0.0013531853669929738,53.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,선거법,park_2013_2017,moon_pre_covid_2017_2019,0.0013115186737877663,0.0026643838874717894,0.0013528652136840231,103.15256966771544,0.0013528652136840231,54.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,판단,park_2013_2017,moon_pre_covid_2017_2019,0.006578972068968805,0.007926805305227562,0.001347833236258757,20.486988273078623,0.001347833236258757,55.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,정시,park_2013_2017,moon_pre_covid_2017_2019,0.0007309544110495602,0.002076774826184382,0.001345820415134822,184.11824250467143,0.001345820415134822,56.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,단거리,park_2013_2017,moon_pre_covid_2017_2019,0.0003575007234128965,0.0016942758918248554,0.001336775168411959,373.92236738722534,0.001336775168411959,57.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,개편,park_2013_2017,moon_pre_covid_2017_2019,0.0038739869090838102,0.005209996007536035,0.0013360090984522247,34.48667044587892,0.0013360090984522247,58.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,당선자,park_2013_2017,moon_pre_covid_2017_2019,0.001945934930189281,0.0006108412365249508,-0.0013350936936643303,-68.60936986903596,0.0013350936936643303,59.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,트랙,park_2013_2017,moon_pre_covid_2017_2019,0.000810831294489082,0.00213636687214303,0.0013255355776539478,163.47859125111708,0.0013255355776539478,60.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,특별법,park_2013_2017,moon_pre_covid_2017_2019,0.002491430030151094,0.0011728836265311128,-0.0013185464036199813,-52.923276498357744,0.0013185464036199813,61.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,민정,park_2013_2017,moon_pre_covid_2017_2019,0.0009616986371010196,0.002270926277295016,0.0013092276401939964,136.13699652737174,0.0013092276401939964,62.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,바이오,park_2013_2017,moon_pre_covid_2017_2019,0.0010938635474689324,0.0023888283539904047,0.0012949648065214722,118.38449224474697,0.0012949648065214722,63.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,일본군,park_2013_2017,moon_pre_covid_2017_2019,0.002557746579121946,0.001272449728586755,-0.0012852968505351911,-50.25114141591084,0.0012852968505351911,64.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,부채,park_2013_2017,moon_pre_covid_2017_2019,0.0028618524701651835,0.001577416137004999,-0.0012844363331601845,-44.881290931326305,0.0012844363331601845,65.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,녹취,park_2013_2017,moon_pre_covid_2017_2019,0.0024999259078617516,0.0012177893677469893,-0.0012821365401147623,-51.286981589442604,0.0012821365401147623,66.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,대표단,park_2013_2017,moon_pre_covid_2017_2019,0.0010551234697670545,0.002329460640587133,0.0012743371708200785,120.7761183723286,0.0012743371708200785,67.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,코스닥,park_2013_2017,moon_pre_covid_2017_2019,0.0008815159932309232,0.002154005350798082,0.001272489357567159,144.35238468031014,0.001272489357567159,68.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,화폐,park_2013_2017,moon_pre_covid_2017_2019,0.00046718596007943355,0.0017377612952506945,0.0012705753351712609,271.9635099811712,0.0012705753351712609,69.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,역할,park_2013_2017,moon_pre_covid_2017_2019,0.00739185070029197,0.00864434569693986,0.001252494996647889,16.944268051821133,0.001252494996647889,70.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,공론화,park_2013_2017,moon_pre_covid_2017_2019,0.0005242059683272577,0.0017756362609357968,0.001251430292608539,238.7287379809611,0.001251430292608539,71.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,청산,park_2013_2017,moon_pre_covid_2017_2019,0.001389407818981178,0.002640270212122156,0.0012508623931409778,90.02845500453621,0.0012508623931409778,72.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,하이닉스,park_2013_2017,moon_pre_covid_2017_2019,0.0005233123776604905,0.0017656701467386121,0.0012423577690781216,237.40271052486483,0.0012423577690781216,73.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,이인영,park_2013_2017,moon_pre_covid_2017_2019,0.00028933999172595483,0.0015157500377592852,0.0012264100460333304,423.8646855270913,0.0012264100460333304,74.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,흑인,park_2013_2017,moon_pre_covid_2017_2019,0.0019695880071643177,0.0007433886504176683,-0.0012261993567466494,-62.25664211430948,0.0012261993567466494,75.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,연동,park_2013_2017,moon_pre_covid_2017_2019,0.000618993682825583,0.0018444140030519174,0.0012254203202263342,197.96976192592697,0.0012254203202263342,76.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,창당,park_2013_2017,moon_pre_covid_2017_2019,0.002252192281247341,0.0010294289836969767,-0.0012227632975503643,-54.29213605479352,0.0012227632975503643,77.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,구조조정,park_2013_2017,moon_pre_covid_2017_2019,0.0024301066942865714,0.0012143056639288663,-0.0012158010303577051,-50.0307675056481,0.0012158010303577051,78.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,단축,park_2013_2017,moon_pre_covid_2017_2019,0.0011507574087712639,0.002362862279401962,0.001212104870630698,105.33105078375631,0.001212104870630698,79.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,교육,park_2013_2017,moon_pre_covid_2017_2019,0.013630383379805608,0.012424053717602856,-0.0012063296622027517,-8.850298840383433,0.0012063296622027517,80.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,클라우드,park_2013_2017,moon_pre_covid_2017_2019,0.00047736351492633206,0.001682876434293099,0.001205512919366767,252.5356215279261,0.001205512919366767,81.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,공정위,park_2013_2017,moon_pre_covid_2017_2019,0.0014937892606374924,0.0026901190449424434,0.001196329784304951,80.08691827081438,0.001196329784304951,82.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,발사체,park_2013_2017,moon_pre_covid_2017_2019,0.0002581877190093911,0.0014513910653821472,0.001193203346372756,462.14566322163273,0.001193203346372756,83.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,부패,park_2013_2017,moon_pre_covid_2017_2019,0.0026399182614006674,0.0014516088030779974,-0.00118830945832267,-45.013115583820614,0.00118830945832267,84.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,전략,park_2013_2017,moon_pre_covid_2017_2019,0.007155856613397687,0.008344000644573213,0.001188144031175526,16.603798753471402,0.001188144031175526,85.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,문건,park_2013_2017,moon_pre_covid_2017_2019,0.0017644803316741633,0.0029458936338602358,0.0011814133021860725,66.95531148625109,0.0011814133021860725,86.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,유플러스,park_2013_2017,moon_pre_covid_2017_2019,0.0007706218250147727,0.0019507776746741606,0.001180155849659388,153.14332028381943,0.001180155849659388,87.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,해고,park_2013_2017,moon_pre_covid_2017_2019,0.002388024550896301,0.0012157619502393066,-0.0011722626006569945,-49.08921896204992,0.0011722626006569945,88.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,주자,park_2013_2017,moon_pre_covid_2017_2019,0.0022976297299573648,0.0011268127964877198,-0.001170816933469645,-50.95759852878344,0.001170816933469645,89.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,로드맵,park_2013_2017,moon_pre_covid_2017_2019,0.0006074874768551158,0.0017763229514188247,0.0011688354745637089,192.40486744099138,0.0011688354745637089,90.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,내년도,park_2013_2017,moon_pre_covid_2017_2019,0.001366396778735256,0.0025344299509919505,0.0011680331722566945,85.48272291287398,0.0011680331722566945,91.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,밀레니얼,park_2013_2017,moon_pre_covid_2017_2019,0.00014440894055921488,0.0013108348777178458,0.0011664259371586309,807.7241842795308,0.0011664259371586309,92.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,희생자,park_2013_2017,moon_pre_covid_2017_2019,0.0022748164197167633,0.001109469147640731,-0.0011653472720760322,-51.228189755247556,0.0011653472720760322,93.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,김명수,park_2013_2017,moon_pre_covid_2017_2019,0.00044190141522845955,0.0015897027152673871,0.0011478013000389277,259.7414854273602,0.0011478013000389277,94.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,만찬,park_2013_2017,moon_pre_covid_2017_2019,0.0007622339114678877,0.0019071076719677704,0.0011448737604998827,150.19979343284774,0.0011448737604998827,95.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,탈당,park_2013_2017,moon_pre_covid_2017_2019,0.0021211440025351307,0.0009847191496953288,-0.0011364248528398018,-53.57603498308363,0.0011364248528398018,96.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,스티븐,park_2013_2017,moon_pre_covid_2017_2019,0.0005789413623107187,0.0017097328981306675,0.0011307915358199489,195.32056429802148,0.0011307915358199489,97.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,만남,park_2013_2017,moon_pre_covid_2017_2019,0.0018363618891984292,0.0029558528689268473,0.001119490979728418,60.96243808550585,0.001119490979728418,98.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,해킹,park_2013_2017,moon_pre_covid_2017_2019,0.002051685651544147,0.0009375377223331198,-0.0011141479292110271,-54.304026953275866,0.0011141479292110271,99.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,손학규,park_2013_2017,moon_pre_covid_2017_2019,0.001043861068514488,0.002155403338083215,0.0011115422695687268,106.48373649479576,0.0011115422695687268,100.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,지능,park_2013_2017,moon_pre_covid_2017_2019,0.0009869800460200406,0.0020881401625527448,0.0011011601165327042,111.56863008255236,0.0011011601165327042,101.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,취업,park_2013_2017,moon_pre_covid_2017_2019,0.00606457449186242,0.00496779545672981,-0.0010967790351326103,-18.08501217363712,0.0010967790351326103,102.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,부위원장,park_2013_2017,moon_pre_covid_2017_2019,0.001555112944174103,0.002644172651834481,0.001089059707660378,70.03090751320067,0.001089059707660378,103.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,드론,park_2013_2017,moon_pre_covid_2017_2019,0.0008674266610581697,0.0019443794010926758,0.001076952740034506,124.15490419913269,0.001076952740034506,104.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,분양가,park_2013_2017,moon_pre_covid_2017_2019,0.001095583916690251,0.002169539439381696,0.0010739555226914447,98.0258569271311,0.0010739555226914447,105.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,가해자,park_2013_2017,moon_pre_covid_2017_2019,0.0010728424427484742,0.0021245860044920356,0.0010517435617435613,98.03336630205825,0.0010517435617435613,106.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,자율주행,park_2013_2017,moon_pre_covid_2017_2019,0.0001942685651712958,0.0012430922438968438,0.001048823678725548,539.8833711469225,0.001048823678725548,107.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,환영,park_2013_2017,moon_pre_covid_2017_2019,0.0018301525495795102,0.00286866603216134,0.00103851348258183,56.74464037549413,0.00103851348258183,108.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,사찰,park_2013_2017,moon_pre_covid_2017_2019,0.0009016575896633091,0.0019356975767589903,0.0010340399870956813,114.6821142471396,0.0010340399870956813,109.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,평가,park_2013_2017,moon_pre_covid_2017_2019,0.021891332876131077,0.020857570593500574,-0.001033762282630503,-4.722244590952485,0.001033762282630503,110.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,고위급,park_2013_2017,moon_pre_covid_2017_2019,0.001764530658642825,0.0027934864535170715,0.0010289557948742465,58.313285169307285,0.0010289557948742465,111.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,신혼부부,park_2013_2017,moon_pre_covid_2017_2019,0.0004722127560475342,0.0014998080903316827,0.0010275953342841486,217.6127860003655,0.0010275953342841486,112.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,부실,park_2013_2017,moon_pre_covid_2017_2019,0.0027138690467694146,0.0016864326781015414,-0.0010274363686678732,-37.85873050473573,0.0010274363686678732,113.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,연봉,park_2013_2017,moon_pre_covid_2017_2019,0.0027977515867778956,0.0017743794717794885,-0.001023372114998407,-36.57837671631886,0.001023372114998407,114.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,외교부,park_2013_2017,moon_pre_covid_2017_2019,0.0020935698138230823,0.003114116377629162,0.0010205465638060797,48.746717547596496,0.0010205465638060797,115.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,유권자,park_2013_2017,moon_pre_covid_2017_2019,0.002535849700940108,0.0015185679164391238,-0.0010172817845009844,-40.116012558782586,0.0010172817845009844,116.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,스웨덴,park_2013_2017,moon_pre_covid_2017_2019,0.001494840353077806,0.0025077688013201,0.0010129284482422942,67.7616473328889,0.0010129284482422942,117.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,절차,park_2013_2017,moon_pre_covid_2017_2019,0.004107258645767372,0.005120143710867356,0.0010128850650999843,24.660854172010485,0.0010128850650999843,118.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,취업자,park_2013_2017,moon_pre_covid_2017_2019,0.0012132859761631346,0.0022251451354671466,0.001011859159304012,83.39824074319974,0.001011859159304012,119.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,해경,park_2013_2017,moon_pre_covid_2017_2019,0.0017780024465527044,0.00077095868222785,-0.0010070437643248543,-56.639053915666416,0.0010070437643248543,120.0
