comparison,interpretation,keyword,period_a,period_b,count_a,count_b,log_odds_z_b_vs_a,direction,abs_log_odds_z,rank_abs_z
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,클라우드,park_2013_2017,moon_pre_covid_2017_2019,2556,8540,38.120588685997866,moon_pre_covid_2017_2019,38.120588685997866,67.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,아세안,park_2013_2017,moon_pre_covid_2017_2019,4402,11260,38.0996837360192,moon_pre_covid_2017_2019,38.0996837360192,68.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,오신환,park_2013_2017,moon_pre_covid_2017_2019,785,5464,37.87005291074443,moon_pre_covid_2017_2019,37.87005291074443,69.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,단거리,park_2013_2017,moon_pre_covid_2017_2019,1549,6810,37.71904076695224,moon_pre_covid_2017_2019,37.71904076695224,70.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,수출규제,park_2013_2017,moon_pre_covid_2017_2019,3,3745,37.65984766186042,moon_pre_covid_2017_2019,37.65984766186042,71.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,실무협상,park_2013_2017,moon_pre_covid_2017_2019,223,4252,37.611061691054076,moon_pre_covid_2017_2019,37.611061691054076,72.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,복지,park_2013_2017,moon_pre_covid_2017_2019,61653,32980,-37.507381960045755,park_2013_2017,37.507381960045755,73.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,친서,park_2013_2017,moon_pre_covid_2017_2019,819,5453,37.504396307907136,moon_pre_covid_2017_2019,37.504396307907136,74.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,평창올림픽,park_2013_2017,moon_pre_covid_2017_2019,1099,5896,37.14028659667216,moon_pre_covid_2017_2019,37.14028659667216,75.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,발사체,park_2013_2017,moon_pre_covid_2017_2019,1302,6252,37.11652743912437,moon_pre_covid_2017_2019,37.11652743912437,76.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,최종구,park_2013_2017,moon_pre_covid_2017_2019,80,3821,37.098429450187695,moon_pre_covid_2017_2019,37.098429450187695,77.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,선거법,park_2013_2017,moon_pre_covid_2017_2019,6846,14147,36.67045600894733,moon_pre_covid_2017_2019,36.67045600894733,78.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,디지털,park_2013_2017,moon_pre_covid_2017_2019,14614,23528,36.66896318605323,moon_pre_covid_2017_2019,36.66896318605323,79.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,가상화폐,park_2013_2017,moon_pre_covid_2017_2019,224,4066,36.655732836927115,moon_pre_covid_2017_2019,36.655732836927115,80.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,법원행정처,park_2013_2017,moon_pre_covid_2017_2019,489,4614,36.57073172620333,moon_pre_covid_2017_2019,36.57073172620333,81.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,버닝썬,park_2013_2017,moon_pre_covid_2017_2019,0,3394,35.887092474057056,moon_pre_covid_2017_2019,35.887092474057056,82.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,다스,park_2013_2017,moon_pre_covid_2017_2019,165,3782,35.87006819991275,moon_pre_covid_2017_2019,35.87006819991275,83.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,최선희,park_2013_2017,moon_pre_covid_2017_2019,152,3748,35.847401365735564,moon_pre_covid_2017_2019,35.847401365735564,84.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,기업부,park_2013_2017,moon_pre_covid_2017_2019,4,3356,35.63297354645707,moon_pre_covid_2017_2019,35.63297354645707,85.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,틸러슨,park_2013_2017,moon_pre_covid_2017_2019,492,4413,35.5088873326764,moon_pre_covid_2017_2019,35.5088873326764,86.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,성장,park_2013_2017,moon_pre_covid_2017_2019,76736,86520,35.463419634374134,moon_pre_covid_2017_2019,35.463419634374134,87.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,상산고,park_2013_2017,moon_pre_covid_2017_2019,233,3829,35.311306874450224,moon_pre_covid_2017_2019,35.311306874450224,88.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,손혜원,park_2013_2017,moon_pre_covid_2017_2019,665,4712,35.286282844058555,moon_pre_covid_2017_2019,35.286282844058555,89.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,박상기,park_2013_2017,moon_pre_covid_2017_2019,57,3405,35.204800064287824,moon_pre_covid_2017_2019,35.204800064287824,90.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,김용균,park_2013_2017,moon_pre_covid_2017_2019,103,3491,35.0813741684981,moon_pre_covid_2017_2019,35.0813741684981,91.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,공론화,park_2013_2017,moon_pre_covid_2017_2019,2717,8069,35.05346839323911,moon_pre_covid_2017_2019,35.05346839323911,92.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,이인영,park_2013_2017,moon_pre_covid_2017_2019,1339,5883,35.05052838735545,moon_pre_covid_2017_2019,35.05052838735545,93.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,문건,park_2013_2017,moon_pre_covid_2017_2019,10936,18674,35.035026310643005,moon_pre_covid_2017_2019,35.035026310643005,94.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,조현지,park_2013_2017,moon_pre_covid_2017_2019,2,3229,34.977011585398046,moon_pre_covid_2017_2019,34.977011585398046,95.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,예타,park_2013_2017,moon_pre_covid_2017_2019,288,3876,34.921049949664294,moon_pre_covid_2017_2019,34.921049949664294,96.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,탄력근로제,park_2013_2017,moon_pre_covid_2017_2019,3,3206,34.838558053842924,moon_pre_covid_2017_2019,34.838558053842924,97.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,임금,park_2013_2017,moon_pre_covid_2017_2019,46443,56320,34.81738874972432,moon_pre_covid_2017_2019,34.81738874972432,98.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,자율주행,park_2013_2017,moon_pre_covid_2017_2019,1016,5232,34.61611375642643,moon_pre_covid_2017_2019,34.61611375642643,99.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,공시가격,park_2013_2017,moon_pre_covid_2017_2019,288,3780,34.40236316285356,moon_pre_covid_2017_2019,34.40236316285356,100.0
